train_loss,train_acc,epoch,step,val_loss,val_acc
1.2052401304244995,0.703125,0,49,,
0.631962239742279,0.84375,0,99,,
0.19716191291809082,0.984375,0,149,,
0.15059593319892883,0.984375,0,199,,
0.11026597768068314,1.0,0,249,,
0.12408390641212463,0.984375,0,299,,
0.16662383079528809,0.921875,0,349,,
0.11352052539587021,0.96875,0,399,,
0.29218238592147827,0.90625,0,449,,
0.24120160937309265,0.953125,0,499,,
0.09868478029966354,0.96875,0,549,,
0.0962386205792427,0.984375,0,599,,
0.03646314889192581,1.0,0,649,,
0.20195519924163818,0.9375,0,699,,
0.06020268052816391,0.96875,0,749,,
0.03545450046658516,1.0,0,799,,
0.12673498690128326,0.953125,0,849,,
,,0,859,0.05728115141391754,0.9842000007629395
0.024151314049959183,1.0,1,899,,
0.0401308573782444,0.984375,1,949,,
0.056279707700014114,0.984375,1,999,,
0.058478325605392456,0.984375,1,1049,,
0.11515636742115021,0.96875,1,1099,,
0.0590691864490509,0.984375,1,1149,,
0.014144418761134148,1.0,1,1199,,
0.0463789701461792,0.984375,1,1249,,
0.03908447176218033,0.984375,1,1299,,
0.10041047632694244,0.953125,1,1349,,
0.022769572213292122,0.984375,1,1399,,
0.019744420424103737,1.0,1,1449,,
0.0064739054068923,1.0,1,1499,,
0.013244636356830597,1.0,1,1549,,
0.012572754174470901,1.0,1,1599,,
0.009148906916379929,1.0,1,1649,,
0.14001616835594177,0.96875,1,1699,,
,,1,1719,0.04396422579884529,0.9872000217437744
0.019171006977558136,0.984375,2,1749,,
0.015709849074482918,1.0,2,1799,,
0.015536409802734852,1.0,2,1849,,
0.06378623843193054,0.984375,2,1899,,
0.019565578550100327,1.0,2,1949,,
0.01421048678457737,1.0,2,1999,,
0.02163664996623993,1.0,2,2049,,
0.00806344673037529,1.0,2,2099,,
0.023666536435484886,0.984375,2,2149,,
0.04076915234327316,0.96875,2,2199,,
0.005361391697078943,1.0,2,2249,,
0.041257958859205246,0.984375,2,2299,,
0.008767941035330296,1.0,2,2349,,
0.013318952172994614,1.0,2,2399,,
0.004592769779264927,1.0,2,2449,,
0.02926110476255417,1.0,2,2499,,
0.015591103583574295,1.0,2,2549,,
,,2,2579,0.0484667643904686,0.9851999878883362
0.0034626417327672243,1.0,3,2599,,
0.004216798581182957,1.0,3,2649,,
0.005376179702579975,1.0,3,2699,,
0.004479771014302969,1.0,3,2749,,
0.004851778969168663,1.0,3,2799,,
0.08615843206644058,0.984375,3,2849,,
0.0032236853148788214,1.0,3,2899,,
0.004386155866086483,1.0,3,2949,,
0.009350869804620743,1.0,3,2999,,
0.022172778844833374,0.984375,3,3049,,
0.0022796750999987125,1.0,3,3099,,
0.02372046932578087,0.984375,3,3149,,
0.008318424224853516,1.0,3,3199,,
0.025234321132302284,0.984375,3,3249,,
0.003859751857817173,1.0,3,3299,,
0.004742839839309454,1.0,3,3349,,
0.02362574078142643,0.984375,3,3399,,
,,3,3439,0.050604529678821564,0.9843999743461609
0.006791341584175825,1.0,4,3449,,
0.0032117145601660013,1.0,4,3499,,
0.004335169214755297,1.0,4,3549,,
0.0013518977211788297,1.0,4,3599,,
0.002004801295697689,1.0,4,3649,,
0.028547825291752815,0.984375,4,3699,,
0.0044401236809790134,1.0,4,3749,,
0.00392140680924058,1.0,4,3799,,
0.010556493885815144,1.0,4,3849,,
0.0020047540310770273,1.0,4,3899,,
0.009142530150711536,1.0,4,3949,,
0.0028049147222191095,1.0,4,3999,,
0.00832500122487545,1.0,4,4049,,
0.021086759865283966,0.984375,4,4099,,
0.02344454824924469,1.0,4,4149,,
0.002413524314761162,1.0,4,4199,,
0.008879006840288639,1.0,4,4249,,
0.017970940098166466,1.0,4,4299,,
,,4,4299,0.06515767425298691,0.9801999926567078
0.010242922231554985,1.0,5,4349,,
0.06157857924699783,0.984375,5,4399,,
0.0010761333396658301,1.0,5,4449,,
0.001300664502196014,1.0,5,4499,,
0.0010208814637735486,1.0,5,4549,,
0.0038173820357769728,1.0,5,4599,,
0.006157296244055033,1.0,5,4649,,
0.06960014998912811,0.984375,5,4699,,
0.0031474600546061993,1.0,5,4749,,
0.06331538408994675,0.984375,5,4799,,
0.002701232209801674,1.0,5,4849,,
0.006004536524415016,1.0,5,4899,,
0.008340023458003998,1.0,5,4949,,
0.040805213153362274,0.984375,5,4999,,
0.005926379468291998,1.0,5,5049,,
0.0009440651047043502,1.0,5,5099,,
0.0021887309849262238,1.0,5,5149,,
,,5,5159,0.03542397916316986,0.9896000027656555
0.0050790803506970406,1.0,6,5199,,
0.0024989345110952854,1.0,6,5249,,
0.00165498664136976,1.0,6,5299,,
0.0009869823697954416,1.0,6,5349,,
0.003915353678166866,1.0,6,5399,,
0.005364078562706709,1.0,6,5449,,
0.0007420440088026226,1.0,6,5499,,
0.004129224456846714,1.0,6,5549,,
0.024064870551228523,0.984375,6,5599,,
0.1000385731458664,0.953125,6,5649,,
0.07328014075756073,0.984375,6,5699,,
0.0010226783342659473,1.0,6,5749,,
0.0007157641812227666,1.0,6,5799,,
0.001780885737389326,1.0,6,5849,,
0.0004545146075543016,1.0,6,5899,,
0.00034154520835727453,1.0,6,5949,,
0.009544150903820992,1.0,6,5999,,
,,6,6019,0.033729925751686096,0.9900000095367432
0.00043438668944872916,1.0,7,6049,,
0.0049942126497626305,1.0,7,6099,,
0.007119306828826666,1.0,7,6149,,
